state_region,constituency,voters_elig,votes_cast,votes_adv,votes_total,votes_invalid,votes_lost,invalid_total,valid_total,turnout,party,party_votes,party_percent
Shan State,Monghsat,40697,27819,2723,30542,3630,584,4214,26328,75.05%,Union Solidarity and Development Party (USDP),8876,33.71%
Shan State,Monghsat,40697,27819,2723,30542,3630,584,4214,26328,75.05%,Shan Nationalities League for Democracy (SNLD),1304,4.95%
Shan State,Monghsat,40697,27819,2723,30542,3630,584,4214,26328,75.05%,Shan Nationalities Democratic Party (SNDP),1645,6.25%
Shan State,Monghsat,40697,27819,2723,30542,3630,584,4214,26328,75.05%,National Unity Party (NUP),424,1.61%
Shan State,Monghsat,40697,27819,2723,30542,3630,584,4214,26328,75.05%,National League for Democracy (NLD),2657,10.09%
Shan State,Monghsat,40697,27819,2723,30542,3630,584,4214,26328,75.05%,Wa National Unity Party,6795,25.81%
Shan State,Mongping,35729,20915,2351,23266,3977,10,3987,19279,65.12%,Shan Nationalities League for Democracy (SNLD),3568,18.51%
Shan State,Mongping,35729,20915,2351,23266,3977,10,3987,19279,65.12%,National Unity Party (NUP),766,3.97%
Shan State,Mongping,35729,20915,2351,23266,3977,10,3987,19279,65.12%,Union Solidarity and Development Party (USDP),7580,39.32%
Shan State,Mongping,35729,20915,2351,23266,3977,10,3987,19279,65.12%,Shan Nationalities Democratic Party (SNDP),1577,8.18%
Shan State,Mongping,35729,20915,2351,23266,3977,10,3987,19279,65.12%,National League for Democracy (NLD),3020,15.66%
Shan State,Mongping,35729,20915,2351,23266,3977,10,3987,19279,65.12%,National Democratic Force (NDF),197,1.02%
Shan State,Mongping,35729,20915,2351,23266,3977,10,3987,19279,65.12%,La Hu National Development Party,2571,13.34%
Shan State,Mongton,30912,20235,2969,23204,3435,63,3498,19706,75.06%,Shan Nationalities Democratic Party (SNDP),763,3.87%
Shan State,Mongton,30912,20235,2969,23204,3435,63,3498,19706,75.06%,Shan Nationalities League for Democracy (SNLD),3374,17.12%
Shan State,Mongton,30912,20235,2969,23204,3435,63,3498,19706,75.06%,Union Solidarity and Development Party (USDP),5522,28.02%
Shan State,Mongton,30912,20235,2969,23204,3435,63,3498,19706,75.06%,La Hu National Development Party,2007,10.18%
Shan State,Mongton,30912,20235,2969,23204,3435,63,3498,19706,75.06%,National League for Democracy (NLD),8040,40.80%
Shan State,Tachileik,109827,64022,3520,67542,6937,45,6982,60560,61.50%,National Democratic Force (NDF),1657,2.74%
Shan State,Tachileik,109827,64022,3520,67542,6937,45,6982,60560,61.50%,Shan Nationalities League for Democracy (SNLD),6925,11.43%
Shan State,Tachileik,109827,64022,3520,67542,6937,45,6982,60560,61.50%,Shan Nationalities Democratic Party (SNDP),6394,10.56%
Shan State,Tachileik,109827,64022,3520,67542,6937,45,6982,60560,61.50%,National League for Democracy (NLD),30040,49.60%
Shan State,Tachileik,109827,64022,3520,67542,6937,45,6982,60560,61.50%,Union Solidarity and Development Party (USDP),10916,18.03%
Shan State,Tachileik,109827,64022,3520,67542,6937,45,6982,60560,61.50%,National Unity Party (NUP),1629,2.69%
Shan State,Tachileik,109827,64022,3520,67542,6937,45,6982,60560,61.50%,La Hu National Development Party,2999,4.95%
Shan State,Monghpyak,19516,13525,1537,15062,1851,68,1919,13143,77.18%,National Democratic Force (NDF),114,0.87%
Shan State,Monghpyak,19516,13525,1537,15062,1851,68,1919,13143,77.18%,National Unity Party (NUP),212,1.61%
Shan State,Monghpyak,19516,13525,1537,15062,1851,68,1919,13143,77.18%,National League for Democracy (NLD),3678,27.98%
Shan State,Monghpyak,19516,13525,1537,15062,1851,68,1919,13143,77.18%,Shan Nationalities League for Democracy (SNLD),416,3.17%
Shan State,Monghpyak,19516,13525,1537,15062,1851,68,1919,13143,77.18%,La Hu National Development Party,1506,11.46%
Shan State,Monghpyak,19516,13525,1537,15062,1851,68,1919,13143,77.18%,Shan Nationalities Democratic Party (SNDP),1764,13.42%
Shan State,Monghpyak,19516,13525,1537,15062,1851,68,1919,13143,77.18%,Union Solidarity and Development Party (USDP),5453,41.49%
Shan State,Mongyawng,25024,17264,1715,18979,2261,9,2270,16709,75.84%,Shan Nationalities Democratic Party (SNDP),1744,10.44%
Shan State,Mongyawng,25024,17264,1715,18979,2261,9,2270,16709,75.84%,National League for Democracy (NLD),7477,44.75%
Shan State,Mongyawng,25024,17264,1715,18979,2261,9,2270,16709,75.84%,Shan Nationalities League for Democracy (SNLD),1277,7.64%
Shan State,Mongyawng,25024,17264,1715,18979,2261,9,2270,16709,75.84%,Union Solidarity and Development Party (USDP),4621,27.66%
Shan State,Mongyawng,25024,17264,1715,18979,2261,9,2270,16709,75.84%,National Unity Party (NUP),1267,7.58%
Shan State,Mongyawng,25024,17264,1715,18979,2261,9,2270,16709,75.84%,National Democratic Force (NDF),323,1.93%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,People's Party of Myanmar Farmers and Workers,2398,1.39%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,National Development Party,1558,0.91%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,Myanmar Farmer Development Party,1032,0.60%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,National Unity Party (NUP),1797,1.04%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,Kayin People Party,4468,2.60%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,National Prosperity Party,824,0.48%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,National League for Democracy (NLD),96428,56.05%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,Individual,1799,1.05%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,Union Solidarity and Development Party (USDP),59353,34.50%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,Democratic Party for A New Society,809,0.47%
Ayeyarwady Region,Pathein,244172,170481,10322,180803,8544,221,8765,172038,74.05%,Democratic Party (Myanmar),1572,0.91%
Ayeyarwady Region,Kangyidaunt,123585,94743,7026,101769,7471,267,7738,94031,82.35%,Union Solidarity and Development Party (USDP),36736,39.07%
Ayeyarwady Region,Kangyidaunt,123585,94743,7026,101769,7471,267,7738,94031,82.35%,Kayin People Party,5180,5.51%
Ayeyarwady Region,Kangyidaunt,123585,94743,7026,101769,7471,267,7738,94031,82.35%,National League for Democracy (NLD),46909,49.89%
Ayeyarwady Region,Kangyidaunt,123585,94743,7026,101769,7471,267,7738,94031,82.35%,Myanmar Farmer Development Party,3250,3.46%
Ayeyarwady Region,Kangyidaunt,123585,94743,7026,101769,7471,267,7738,94031,82.35%,National Unity Party (NUP),1956,2.08%
Ayeyarwady Region,Thabaung,106030,82834,4585,87419,9757,0,9757,77662,82.45%,National Unity Party (NUP),4221,5.44%
Ayeyarwady Region,Thabaung,106030,82834,4585,87419,9757,0,9757,77662,82.45%,Myanmar Farmer Development Party,2941,3.79%
Ayeyarwady Region,Thabaung,106030,82834,4585,87419,9757,0,9757,77662,82.45%,Union Solidarity and Development Party (USDP),29209,37.61%
Ayeyarwady Region,Thabaung,106030,82834,4585,87419,9757,0,9757,77662,82.45%,National League for Democracy (NLD),41291,53.17%
Ayeyarwady Region,Ngapudaw,221453,146350,9482,155832,10744,45,10789,145043,70.37%,Union Solidarity and Development Party (USDP),61448,42.37%
Ayeyarwady Region,Ngapudaw,221453,146350,9482,155832,10744,45,10789,145043,70.37%,Myanmar Farmer Development Party,2812,1.94%
Ayeyarwady Region,Ngapudaw,221453,146350,9482,155832,10744,45,10789,145043,70.37%,Kayin People Party,6202,4.28%
Ayeyarwady Region,Ngapudaw,221453,146350,9482,155832,10744,45,10789,145043,70.37%,National Unity Party (NUP),3718,2.56%
Ayeyarwady Region,Ngapudaw,221453,146350,9482,155832,10744,45,10789,145043,70.37%,National League for Democracy (NLD),68844,47.46%
Ayeyarwady Region,Ngapudaw,221453,146350,9482,155832,10744,45,10789,145043,70.37%,National Development Party,2019,1.39%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,National Development Party,3550,2.72%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,National League for Democracy (NLD),78593,60.33%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,People's Party of Myanmar Farmers and Workers,2457,1.89%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,Union Solidarity and Development Party (USDP),38202,29.32%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,National Democratic Force (NDF),1236,0.95%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,Peace for Diversity Party,227,0.17%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,Individual,364,0.28%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,Kayin People Party,3547,2.72%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,National Unity Party (NUP),877,0.67%
Ayeyarwady Region,Kyonpyaw,176258,129186,9941,139127,8747,99,8846,130281,78.93%,Myanmar Farmer Development Party,1228,0.94%
Ayeyarwady Region,Yegyi,146400,103944,8019,111963,6816,150,6966,104997,76.48%,Democratic Party for A New Society,1398,1.33%
Ayeyarwady Region,Yegyi,146400,103944,8019,111963,6816,150,6966,104997,76.48%,National League for Democracy (NLD),65315,62.21%
Ayeyarwady Region,Yegyi,146400,103944,8019,111963,6816,150,6966,104997,76.48%,National Unity Party (NUP),1710,1.63%
Ayeyarwady Region,Yegyi,146400,103944,8019,111963,6816,150,6966,104997,76.48%,National Development Party,1432,1.36%
Ayeyarwady Region,Yegyi,146400,103944,8019,111963,6816,150,6966,104997,76.48%,Union Solidarity and Development Party (USDP),32502,30.96%
Ayeyarwady Region,Yegyi,146400,103944,8019,111963,6816,150,6966,104997,76.48%,Myanmar Farmer Development Party,1939,1.85%
Ayeyarwady Region,Yegyi,146400,103944,8019,111963,6816,150,6966,104997,76.48%,National Democratic Force (NDF),701,0.67%
Ayeyarwady Region,Kyaunggon,116972,91144,5486,96630,7796,285,8081,88549,82.61%,Myanmar Farmer Development Party,3082,3.48%
Ayeyarwady Region,Kyaunggon,116972,91144,5486,96630,7796,285,8081,88549,82.61%,Kayin People Party,2533,2.86%
Ayeyarwady Region,Kyaunggon,116972,91144,5486,96630,7796,285,8081,88549,82.61%,National League for Democracy (NLD),39634,44.76%
Ayeyarwady Region,Kyaunggon,116972,91144,5486,96630,7796,285,8081,88549,82.61%,Karen National Party,1558,1.76%
Ayeyarwady Region,Kyaunggon,116972,91144,5486,96630,7796,285,8081,88549,82.61%,Union Solidarity and Development Party (USDP),40033,45.21%
Ayeyarwady Region,Kyaunggon,116972,91144,5486,96630,7796,285,8081,88549,82.61%,National Development Party,1709,1.93%
Ayeyarwady Region,Hinthada,257948,187847,13304,201151,10103,197,10300,190851,77.98%,Myanmar Farmer Development Party,3038,1.59%
Ayeyarwady Region,Hinthada,257948,187847,13304,201151,10103,197,10300,190851,77.98%,National League for Democracy (NLD),114163,59.82%
Ayeyarwady Region,Hinthada,257948,187847,13304,201151,10103,197,10300,190851,77.98%,Union Solidarity and Development Party (USDP),67198,35.21%
Ayeyarwady Region,Hinthada,257948,187847,13304,201151,10103,197,10300,190851,77.98%,National Unity Party (NUP),2672,1.40%
Ayeyarwady Region,Hinthada,257948,187847,13304,201151,10103,197,10300,190851,77.98%,National Development Party,3780,1.98%
Ayeyarwady Region,Zalun,123993,93189,7920,101109,7695,376,8071,93038,81.54%,Union Solidarity and Development Party (USDP),35198,37.83%
Ayeyarwady Region,Zalun,123993,93189,7920,101109,7695,376,8071,93038,81.54%,National Unity Party (NUP),2921,3.14%
Ayeyarwady Region,Zalun,123993,93189,7920,101109,7695,376,8071,93038,81.54%,Myanmar Farmer Development Party,1963,2.11%
Ayeyarwady Region,Zalun,123993,93189,7920,101109,7695,376,8071,93038,81.54%,National League for Democracy (NLD),52956,56.92%
Ayeyarwady Region,Lemyethna,75728,63686,3374,67060,3592,3400,6992,60068,88.55%,National Unity Party (NUP),1130,1.88%
Ayeyarwady Region,Lemyethna,75728,63686,3374,67060,3592,3400,6992,60068,88.55%,National League for Democracy (NLD),34312,57.12%
Ayeyarwady Region,Lemyethna,75728,63686,3374,67060,3592,3400,6992,60068,88.55%,Myanmar Farmer Development Party,1676,2.79%
Ayeyarwady Region,Lemyethna,75728,63686,3374,67060,3592,3400,6992,60068,88.55%,Union Solidarity and Development Party (USDP),22950,38.21%
Ayeyarwady Region,Myanaung,165667,119384,6514,125898,7267,26,7293,118605,75.99%,National League for Democracy (NLD),75588,63.73%
Ayeyarwady Region,Myanaung,165667,119384,6514,125898,7267,26,7293,118605,75.99%,National Development Party,2522,2.13%
Ayeyarwady Region,Myanaung,165667,119384,6514,125898,7267,26,7293,118605,75.99%,Myanmar Farmer Development Party,1779,1.50%
Ayeyarwady Region,Myanaung,165667,119384,6514,125898,7267,26,7293,118605,75.99%,Union Solidarity and Development Party (USDP),38716,32.64%
Ayeyarwady Region,Kyangin,75993,56678,3929,60607,3275,42,3317,57290,79.75%,Myanmar Farmer Development Party,1201,2.10%
Ayeyarwady Region,Kyangin,75993,56678,3929,60607,3275,42,3317,57290,79.75%,Union Solidarity and Development Party (USDP),14280,24.93%
Ayeyarwady Region,Kyangin,75993,56678,3929,60607,3275,42,3317,57290,79.75%,National League for Democracy (NLD),39096,68.24%
Ayeyarwady Region,Kyangin,75993,56678,3929,60607,3275,42,3317,57290,79.75%,National Unity Party (NUP),2713,4.74%
Ayeyarwady Region,Ingapu,157517,116246,13106,129352,11172,20,11192,118160,82.12%,Myanmar Farmer Development Party,3842,3.25%
Ayeyarwady Region,Ingapu,157517,116246,13106,129352,11172,20,11192,118160,82.12%,Union Solidarity and Development Party (USDP),51499,43.58%
Ayeyarwady Region,Ingapu,157517,116246,13106,129352,11172,20,11192,118160,82.12%,National League for Democracy (NLD),62819,53.16%
Ayeyarwady Region,Myaungmya,209390,153015,9484,162499,8430,62,8492,154007,77.61%,Kayin People Party,6241,4.05%
Ayeyarwady Region,Myaungmya,209390,153015,9484,162499,8430,62,8492,154007,77.61%,National League for Democracy (NLD),81147,52.69%
Ayeyarwady Region,Myaungmya,209390,153015,9484,162499,8430,62,8492,154007,77.61%,Union Solidarity and Development Party (USDP),63785,41.42%
Ayeyarwady Region,Myaungmya,209390,153015,9484,162499,8430,62,8492,154007,77.61%,Myanmar Farmer Development Party,1737,1.13%
Ayeyarwady Region,Myaungmya,209390,153015,9484,162499,8430,62,8492,154007,77.61%,National Democratic Force (NDF),1097,0.71%
Ayeyarwady Region,Einme,139080,96733,7096,103829,9734,316,10050,93779,74.65%,National Unity Party (NUP),5754,6.14%
Ayeyarwady Region,Einme,139080,96733,7096,103829,9734,316,10050,93779,74.65%,Myanmar Farmer Development Party,3522,3.76%
Ayeyarwady Region,Einme,139080,96733,7096,103829,9734,316,10050,93779,74.65%,Union Solidarity and Development Party (USDP),37401,39.88%
Ayeyarwady Region,Einme,139080,96733,7096,103829,9734,316,10050,93779,74.65%,Kayin People Party,4741,5.06%
Ayeyarwady Region,Einme,139080,96733,7096,103829,9734,316,10050,93779,74.65%,Karen National Party,2933,3.13%
Ayeyarwady Region,Einme,139080,96733,7096,103829,9734,316,10050,93779,74.65%,National League for Democracy (NLD),39428,42.04%
Ayeyarwady Region,Wakema,210347,137653,6886,144539,150,2,152,144387,68.71%,Union Solidarity and Development Party (USDP),54018,37.41%
Ayeyarwady Region,Wakema,210347,137653,6886,144539,150,2,152,144387,68.71%,Myanmar Farmer Development Party,5771,4.00%
Ayeyarwady Region,Wakema,210347,137653,6886,144539,150,2,152,144387,68.71%,National League for Democracy (NLD),67020,46.42%
Ayeyarwady Region,Wakema,210347,137653,6886,144539,150,2,152,144387,68.71%,Kayin People Party,7510,5.20%
Ayeyarwady Region,Wakema,210347,137653,6886,144539,150,2,152,144387,68.71%,Modern People Party,1803,1.25%
Ayeyarwady Region,Wakema,210347,137653,6886,144539,150,2,152,144387,68.71%,National Unity Party (NUP),8265,5.72%
Ayeyarwady Region,Labutta,212052,139422,7878,147300,13243,209,13452,133848,69.46%,National Unity Party (NUP),4892,3.65%
Ayeyarwady Region,Labutta,212052,139422,7878,147300,13243,209,13452,133848,69.46%,Myanmar Farmer Development Party,3697,2.76%
Ayeyarwady Region,Labutta,212052,139422,7878,147300,13243,209,13452,133848,69.46%,Kayin People Party,2532,1.89%
Ayeyarwady Region,Labutta,212052,139422,7878,147300,13243,209,13452,133848,69.46%,Union Solidarity and Development Party (USDP),45562,34.04%
Ayeyarwady Region,Labutta,212052,139422,7878,147300,13243,209,13452,133848,69.46%,National League for Democracy (NLD),77165,57.65%
Ayeyarwady Region,Mawlamyinegyun,214747,146699,9360,156059,12225,130,12355,143704,72.67%,Union Solidarity and Development Party (USDP),63104,43.91%
Ayeyarwady Region,Mawlamyinegyun,214747,146699,9360,156059,12225,130,12355,143704,72.67%,Kayin People Party,2836,1.97%
Ayeyarwady Region,Mawlamyinegyun,214747,146699,9360,156059,12225,130,12355,143704,72.67%,National Unity Party (NUP),4234,2.95%
Ayeyarwady Region,Mawlamyinegyun,214747,146699,9360,156059,12225,130,12355,143704,72.67%,National Development Party,4582,3.19%
Ayeyarwady Region,Mawlamyinegyun,214747,146699,9360,156059,12225,130,12355,143704,72.67%,National League for Democracy (NLD),67066,46.67%
Ayeyarwady Region,Mawlamyinegyun,214747,146699,9360,156059,12225,130,12355,143704,72.67%,Modern People Party,1104,0.77%
Ayeyarwady Region,Mawlamyinegyun,214747,146699,9360,156059,12225,130,12355,143704,72.67%,Federal Union Party (FUP),778,0.54%
Ayeyarwady Region,Maubin,222759,166103,8231,174334,9988,163,10151,164183,78.26%,Modern People Party,1495,0.91%
Ayeyarwady Region,Maubin,222759,166103,8231,174334,9988,163,10151,164183,78.26%,National League for Democracy (NLD),82118,50.02%
Ayeyarwady Region,Maubin,222759,166103,8231,174334,9988,163,10151,164183,78.26%,National Development Party,2966,1.81%
Ayeyarwady Region,Maubin,222759,166103,8231,174334,9988,163,10151,164183,78.26%,Union Solidarity and Development Party (USDP),75892,46.22%
Ayeyarwady Region,Maubin,222759,166103,8231,174334,9988,163,10151,164183,78.26%,National Unity Party (NUP),1712,1.04%
Ayeyarwady Region,Pantanaw,179808,133482,8665,142147,8300,454,8754,133393,79.05%,United Democratic Party (UDP),1158,0.87%
Ayeyarwady Region,Pantanaw,179808,133482,8665,142147,8300,454,8754,133393,79.05%,Myanmar Farmer Development Party,3096,2.32%
Ayeyarwady Region,Pantanaw,179808,133482,8665,142147,8300,454,8754,133393,79.05%,Karen National Party,3388,2.54%
Ayeyarwady Region,Pantanaw,179808,133482,8665,142147,8300,454,8754,133393,79.05%,National League for Democracy (NLD),62780,47.06%
Ayeyarwady Region,Pantanaw,179808,133482,8665,142147,8300,454,8754,133393,79.05%,Kayin People Party,3263,2.45%
Ayeyarwady Region,Pantanaw,179808,133482,8665,142147,8300,454,8754,133393,79.05%,National Unity Party (NUP),4530,3.40%
Ayeyarwady Region,Pantanaw,179808,133482,8665,142147,8300,454,8754,133393,79.05%,Individual,1677,1.26%
